player,date,Agility,Cardio,Strength Building,avg
Player 12,2022-03-10,6.0,10.0,4.0,7.0
Player 12,2022-03-11,6.0,6.0,4.0,5.0
Player 12,2022-03-14,6.0,6.0,7.0,6.0
Player 12,2022-03-15,3.0,6.0,8.0,6.0
Player 12,2022-03-16,9.0,8.0,8.0,8.0
Player 12,2022-03-17,4.0,8.0,9.0,7.0
Player 12,2022-03-18,4.0,8.0,9.0,7.0
Player 12,2022-03-21,4.0,8.0,10.0,7.0
Player 12,2022-03-22,4.0,4.0,5.0,4.0
Player 12,2022-03-23,4.0,3.0,8.0,5.0
Player 12,2022-03-24,3.0,3.0,3.0,3.0
Player 12,2022-03-25,3.0,9.0,7.0,6.0
Player 12,2022-03-28,7.0,10.0,7.0,8.0
Player 12,2022-03-29,3.0,10.0,7.0,7.0
Player 12,2022-03-30,6.0,6.0,6.0,6.0
Player 12,2022-03-31,6.0,6.0,8.0,7.0
Player 12,2022-04-01,6.0,4.0,4.0,5.0
Player 12,2022-04-04,6.0,9.0,6.0,7.0
Player 12,2022-04-05,6.0,6.0,6.0,6.0
Player 12,2022-04-06,9.0,8.0,6.0,8.0
Player 12,2022-04-07,9.0,10.0,6.0,8.0
Player 12,2022-04-08,9.0,7.0,7.0,8.0
Player 12,2022-04-11,3.0,7.0,6.0,5.0
Player 12,2022-04-12,8.0,9.0,8.0,8.0
Player 12,2022-04-13,8.0,9.0,3.0,7.0
Player 12,2022-04-14,5.0,10.0,5.0,7.0
Player 12,2022-04-15,4.0,10.0,6.0,7.0
Player 12,2022-04-18,4.0,9.0,5.0,6.0
Player 12,2022-04-19,4.0,3.0,6.0,4.0
Player 12,2022-04-20,4.0,3.0,5.0,4.0
Player 12,2022-04-21,8.0,3.0,10.0,7.0
Player 12,2022-04-22,8.0,9.0,5.0,7.0
Player 12,2022-04-25,8.0,5.0,8.0,7.0
Player 12,2022-04-26,8.0,5.0,8.0,7.0
Player 12,2022-04-27,4.0,10.0,8.0,7.0
Player 12,2022-04-28,10.0,8.0,5.0,8.0
Player 12,2022-04-29,7.0,3.0,8.0,6.0
Player 12,2022-05-02,9.0,4.0,8.0,7.0
Player 12,2022-05-03,10.0,9.0,8.0,9.0
Player 12,2022-05-04,6.0,9.0,7.0,7.0
Player 12,2022-05-05,3.0,7.0,5.0,5.0
Player 12,2022-05-06,3.0,4.0,4.0,4.0
Player 12,2022-05-09,6.0,4.0,4.0,5.0
Player 12,2022-05-10,7.0,4.0,10.0,7.0
Player 12,2022-05-11,9.0,7.0,6.0,7.0
Player 12,2022-05-12,10.0,8.0,6.0,8.0
Player 12,2022-05-13,5.0,4.0,6.0,5.0
Player 12,2022-05-16,10.0,4.0,3.0,6.0
Player 12,2022-05-17,9.0,4.0,3.0,5.0
Player 12,2022-05-18,9.0,5.0,3.0,6.0
Player 12,2022-05-19,9.0,6.0,6.0,7.0
Player 12,2022-05-20,6.0,6.0,6.0,6.0
Player 12,2022-05-23,6.0,4.0,4.0,5.0
Player 12,2022-05-24,6.0,7.0,9.0,7.0
Player 12,2022-05-25,6.0,7.0,7.0,7.0
Player 12,2022-05-26,6.0,7.0,8.0,7.0
Player 12,2022-05-27,6.0,3.0,3.0,4.0
Player 12,2022-05-30,6.0,8.0,8.0,7.0
Player 12,2022-05-31,6.0,10.0,9.0,8.0
Player 12,2022-06-01,6.0,5.0,9.0,7.0
Player 12,2022-06-02,4.0,8.0,9.0,7.0
Player 12,2022-06-03,6.0,8.0,3.0,6.0
Player 12,2022-06-06,7.0,8.0,4.0,6.0
Player 12,2022-06-07,3.0,6.0,4.0,4.0
Player 12,2022-06-08,3.0,7.0,8.0,6.0
Player 12,2022-06-09,7.0,3.0,8.0,6.0
Player 12,2022-06-10,7.0,10.0,7.0,8.0
Player 12,2022-06-13,6.0,10.0,7.0,8.0
Player 12,2022-06-14,6.0,5.0,7.0,6.0
Player 12,2022-06-15,4.0,10.0,9.0,8.0
Player 12,2022-06-16,5.0,10.0,7.0,7.0
Player 12,2022-06-17,7.0,10.0,7.0,8.0
Player 12,2022-06-20,7.0,5.0,7.0,6.0
Player 12,2022-06-21,7.0,4.0,10.0,7.0
Player 12,2022-06-22,7.0,4.0,10.0,7.0
Player 12,2022-06-23,7.0,4.0,10.0,7.0
Player 12,2022-06-24,7.0,4.0,10.0,7.0
Player 12,2022-06-27,3.0,4.0,10.0,6.0
Player 12,2022-06-28,6.0,4.0,10.0,7.0
Player 12,2022-06-29,6.0,4.0,10.0,7.0
Player 12,2022-06-30,5.0,4.0,10.0,6.0
Player 12,2022-07-01,9.0,4.0,10.0,8.0
Player 12,2022-07-04,10.0,4.0,5.0,6.0
Player 12,2022-07-05,7.0,4.0,5.0,5.0
Player 12,2022-07-06,3.0,3.0,5.0,4.0
Player 12,2022-07-07,3.0,8.0,5.0,5.0
Player 12,2022-07-08,3.0,5.0,7.0,5.0
Player 12,2022-07-11,3.0,3.0,9.0,5.0
Player 12,2022-07-12,3.0,4.0,9.0,5.0
Player 12,2022-07-13,9.0,9.0,9.0,9.0
Player 12,2022-07-14,9.0,6.0,10.0,8.0
Player 12,2022-07-15,4.0,8.0,10.0,7.0
Player 12,2022-07-18,4.0,4.0,3.0,4.0
Player 12,2022-07-19,3.0,5.0,7.0,5.0
Player 12,2022-07-20,9.0,5.0,7.0,7.0
Player 12,2022-07-21,9.0,5.0,9.0,8.0
Player 12,2022-07-22,9.0,10.0,9.0,9.0
Player 12,2022-07-25,7.0,3.0,9.0,6.0
Player 12,2022-07-26,4.0,8.0,6.0,6.0
Player 12,2022-07-27,4.0,9.0,9.0,7.0
Player 12,2022-07-28,4.0,9.0,8.0,7.0
Player 12,2022-07-29,4.0,9.0,3.0,5.0
Player 13,2022-01-03,7.0,6.0,9.0,7.0
Player 13,2022-01-04,7.0,6.0,9.0,7.0
Player 13,2022-01-05,7.0,6.0,7.0,7.0
Player 13,2022-01-06,9.0,6.0,3.0,6.0
Player 13,2022-01-07,9.0,5.0,3.0,6.0
Player 13,2022-01-10,9.0,5.0,3.0,6.0
Player 13,2022-01-11,9.0,5.0,3.0,6.0
Player 13,2022-01-12,9.0,5.0,3.0,6.0
Player 13,2022-01-13,9.0,5.0,3.0,6.0
Player 13,2022-01-14,9.0,7.0,3.0,6.0
Player 13,2022-01-17,9.0,5.0,6.0,7.0
Player 13,2022-01-18,7.0,3.0,9.0,6.0
Player 13,2022-01-19,10.0,4.0,3.0,6.0
Player 13,2022-01-20,4.0,4.0,3.0,4.0
Player 13,2022-01-21,3.0,4.0,3.0,3.0
Player 13,2022-01-24,3.0,4.0,10.0,6.0
Player 13,2022-01-25,3.0,7.0,10.0,7.0
Player 13,2022-01-26,3.0,10.0,10.0,8.0
Player 13,2022-01-27,3.0,9.0,10.0,7.0
Player 13,2022-01-28,6.0,9.0,10.0,8.0
Player 13,2022-01-31,6.0,7.0,4.0,6.0
Player 13,2022-02-01,5.0,6.0,4.0,5.0
Player 13,2022-02-02,8.0,3.0,9.0,7.0
Player 13,2022-02-03,4.0,9.0,8.0,7.0
Player 13,2022-02-04,4.0,9.0,3.0,5.0
Player 13,2022-02-07,3.0,7.0,3.0,4.0
Player 13,2022-02-08,9.0,10.0,3.0,7.0
Player 13,2022-02-09,5.0,9.0,3.0,6.0
Player 13,2022-02-10,5.0,8.0,5.0,6.0
Player 13,2022-02-11,5.0,8.0,7.0,7.0
Player 13,2022-02-14,3.0,3.0,7.0,4.0
Player 13,2022-02-15,9.0,3.0,10.0,7.0
Player 13,2022-02-16,3.0,3.0,6.0,4.0
Player 13,2022-02-17,3.0,3.0,5.0,4.0
Player 13,2022-02-18,7.0,9.0,4.0,7.0
Player 13,2022-02-21,10.0,4.0,3.0,6.0
Player 13,2022-02-22,5.0,4.0,5.0,5.0
Player 13,2022-02-23,8.0,3.0,5.0,5.0
Player 13,2022-02-24,10.0,6.0,5.0,7.0
Player 13,2022-02-25,10.0,6.0,3.0,6.0
Player 13,2022-02-28,6.0,3.0,3.0,4.0
Player 13,2022-03-01,10.0,8.0,9.0,9.0
Player 13,2022-03-02,10.0,8.0,9.0,9.0
Player 13,2022-03-03,10.0,8.0,3.0,7.0
Player 13,2022-03-04,10.0,3.0,5.0,6.0
Player 13,2022-03-07,10.0,4.0,3.0,6.0
Player 13,2022-03-08,10.0,10.0,6.0,9.0
Player 13,2022-03-09,7.0,4.0,4.0,5.0
Player 13,2022-03-10,7.0,10.0,6.0,8.0
Player 13,2022-03-11,6.0,3.0,8.0,6.0
Player 13,2022-03-14,6.0,4.0,7.0,6.0
Player 13,2022-03-15,8.0,4.0,7.0,6.0
Player 13,2022-03-16,9.0,4.0,7.0,7.0
Player 13,2022-03-17,9.0,9.0,7.0,8.0
Player 13,2022-03-18,3.0,9.0,5.0,6.0
Player 13,2022-03-21,6.0,5.0,4.0,5.0
Player 13,2022-03-22,6.0,8.0,7.0,7.0
Player 13,2022-03-23,5.0,8.0,3.0,5.0
Player 13,2022-03-24,5.0,8.0,3.0,5.0
Player 13,2022-03-25,5.0,8.0,10.0,8.0
Player 13,2022-03-28,4.0,4.0,10.0,6.0
Player 13,2022-03-29,4.0,10.0,10.0,8.0
Player 13,2022-03-30,7.0,10.0,4.0,7.0
Player 13,2022-03-31,7.0,5.0,8.0,7.0
Player 13,2022-04-01,7.0,5.0,9.0,7.0
Player 13,2022-04-04,8.0,6.0,7.0,7.0
Player 13,2022-04-05,7.0,7.0,7.0,7.0
Player 13,2022-04-06,6.0,7.0,4.0,6.0
Player 13,2022-04-07,9.0,7.0,4.0,7.0
Player 13,2022-04-08,6.0,7.0,3.0,5.0
Player 13,2022-04-11,8.0,10.0,4.0,7.0
Player 13,2022-04-12,5.0,10.0,6.0,7.0
Player 13,2022-04-13,5.0,6.0,10.0,7.0
Player 13,2022-04-14,3.0,5.0,6.0,5.0
Player 13,2022-04-15,5.0,9.0,9.0,8.0
Player 13,2022-04-18,5.0,4.0,9.0,6.0
Player 13,2022-04-19,5.0,4.0,9.0,6.0
Player 13,2022-04-20,5.0,6.0,9.0,7.0
Player 13,2022-04-21,5.0,6.0,9.0,7.0
Player 13,2022-04-22,10.0,5.0,9.0,8.0
Player 13,2022-04-25,10.0,7.0,9.0,9.0
Player 13,2022-04-26,5.0,3.0,10.0,6.0
Player 13,2022-04-27,5.0,3.0,7.0,5.0
Player 13,2022-04-28,6.0,3.0,9.0,6.0
Player 13,2022-04-29,6.0,3.0,7.0,5.0
Player 13,2022-05-02,6.0,5.0,9.0,7.0
Player 13,2022-05-03,4.0,8.0,8.0,7.0
Player 13,2022-05-04,5.0,8.0,8.0,7.0
Player 13,2022-05-05,5.0,8.0,8.0,7.0
Player 13,2022-05-06,10.0,4.0,8.0,7.0
Player 13,2022-05-09,10.0,7.0,8.0,8.0
Player 13,2022-05-10,5.0,7.0,4.0,5.0
Player 13,2022-05-11,5.0,7.0,7.0,6.0
Player 13,2022-05-12,7.0,7.0,7.0,7.0
Player 13,2022-05-13,7.0,4.0,7.0,6.0
Player 13,2022-05-16,5.0,4.0,7.0,5.0
Player 13,2022-05-17,5.0,4.0,7.0,5.0
Player 13,2022-05-18,5.0,4.0,7.0,5.0
Player 13,2022-05-19,5.0,7.0,7.0,6.0
Player 13,2022-05-20,8.0,4.0,4.0,5.0
Player 13,2022-05-23,7.0,4.0,6.0,6.0
Player 13,2022-05-24,7.0,4.0,6.0,6.0
Player 13,2022-05-25,10.0,10.0,6.0,9.0
Player 13,2022-05-26,6.0,10.0,6.0,7.0
Player 13,2022-05-27,9.0,10.0,4.0,8.0
Player 13,2022-05-30,8.0,10.0,4.0,7.0
Player 13,2022-05-31,10.0,10.0,4.0,8.0
Player 13,2022-06-01,4.0,10.0,10.0,8.0
Player 13,2022-06-02,3.0,6.0,10.0,6.0
Player 13,2022-06-03,7.0,9.0,10.0,9.0
Player 13,2022-06-06,10.0,8.0,10.0,9.0
Player 13,2022-06-07,7.0,10.0,5.0,7.0
Player 13,2022-06-08,5.0,9.0,4.0,6.0
Player 13,2022-06-09,3.0,9.0,3.0,5.0
Player 13,2022-06-10,3.0,9.0,3.0,5.0
Player 13,2022-06-13,5.0,9.0,3.0,6.0
Player 13,2022-06-14,5.0,4.0,3.0,4.0
Player 13,2022-06-15,9.0,8.0,7.0,8.0
Player 13,2022-06-16,8.0,8.0,4.0,7.0
Player 13,2022-06-17,9.0,7.0,4.0,7.0
Player 13,2022-06-20,3.0,10.0,3.0,5.0
Player 13,2022-06-21,3.0,10.0,3.0,5.0
Player 13,2022-06-22,8.0,3.0,10.0,7.0
Player 13,2022-06-23,4.0,3.0,6.0,4.0
Player 13,2022-06-24,9.0,3.0,4.0,5.0
Player 13,2022-06-27,4.0,6.0,5.0,5.0
Player 13,2022-06-28,9.0,7.0,5.0,7.0
Player 13,2022-06-29,9.0,7.0,3.0,6.0
Player 13,2022-06-30,4.0,10.0,3.0,6.0
Player 13,2022-07-01,9.0,4.0,8.0,7.0
Player 13,2022-07-04,9.0,8.0,8.0,8.0
Player 13,2022-07-05,9.0,8.0,8.0,8.0
Player 13,2022-07-06,9.0,8.0,5.0,7.0
Player 13,2022-07-07,9.0,8.0,7.0,8.0
Player 13,2022-07-08,5.0,5.0,7.0,6.0
Player 13,2022-07-11,7.0,5.0,8.0,7.0
Player 13,2022-07-12,8.0,5.0,6.0,6.0
Player 13,2022-07-13,7.0,3.0,6.0,5.0
Player 13,2022-07-14,6.0,3.0,9.0,6.0
Player 13,2022-07-15,6.0,3.0,3.0,4.0
Player 13,2022-07-18,8.0,3.0,3.0,5.0
Player 13,2022-07-19,10.0,3.0,3.0,5.0
Player 13,2022-07-20,5.0,3.0,7.0,5.0
Player 13,2022-07-21,6.0,6.0,8.0,7.0
Player 13,2022-07-22,6.0,10.0,8.0,8.0
Player 13,2022-07-25,4.0,5.0,8.0,6.0
Player 13,2022-07-26,7.0,5.0,7.0,6.0
Player 13,2022-07-27,9.0,4.0,5.0,6.0
Player 13,2022-07-28,3.0,4.0,5.0,4.0
Player 13,2022-07-29,3.0,4.0,5.0,4.0
Player 14,2022-01-03,5.0,8.0,4.0,6.0
Player 14,2022-01-04,5.0,8.0,4.0,6.0
Player 14,2022-01-05,8.0,9.0,5.0,7.0
Player 14,2022-01-06,8.0,9.0,9.0,9.0
Player 14,2022-01-07,8.0,9.0,3.0,7.0
Player 14,2022-01-10,8.0,5.0,3.0,5.0
Player 14,2022-01-11,8.0,4.0,3.0,5.0
Player 14,2022-01-12,10.0,10.0,8.0,9.0
Player 14,2022-01-13,8.0,9.0,8.0,8.0
Player 14,2022-01-14,8.0,9.0,7.0,8.0
Player 14,2022-01-17,8.0,4.0,7.0,6.0
Player 14,2022-01-18,8.0,6.0,7.0,7.0
Player 14,2022-01-19,10.0,4.0,7.0,7.0
Player 14,2022-01-20,4.0,5.0,10.0,6.0
Player 14,2022-01-21,4.0,9.0,7.0,7.0
Player 14,2022-01-24,8.0,9.0,7.0,8.0
Player 14,2022-01-25,8.0,6.0,4.0,6.0
Player 14,2022-01-26,7.0,6.0,5.0,6.0
Player 14,2022-01-27,9.0,5.0,5.0,6.0
Player 14,2022-01-28,5.0,10.0,7.0,7.0
Player 14,2022-01-31,5.0,7.0,7.0,6.0
Player 14,2022-02-01,5.0,10.0,8.0,8.0
Player 14,2022-02-02,9.0,10.0,10.0,10.0
Player 14,2022-02-03,5.0,3.0,6.0,5.0
Player 14,2022-02-04,10.0,7.0,7.0,8.0
Player 14,2022-02-07,10.0,9.0,7.0,9.0
Player 14,2022-02-08,6.0,8.0,7.0,7.0
Player 14,2022-02-09,7.0,8.0,4.0,6.0
Player 14,2022-02-10,7.0,3.0,5.0,5.0
Player 14,2022-02-11,8.0,7.0,6.0,7.0
Player 14,2022-02-14,10.0,7.0,3.0,7.0
Player 14,2022-02-15,4.0,7.0,3.0,5.0
Player 14,2022-02-16,7.0,6.0,3.0,5.0
Player 14,2022-02-17,10.0,9.0,6.0,8.0
Player 14,2022-02-18,10.0,9.0,8.0,9.0
Player 14,2022-02-21,5.0,9.0,6.0,7.0
Player 14,2022-02-22,4.0,4.0,6.0,5.0
Player 14,2022-02-23,4.0,4.0,6.0,5.0
Player 14,2022-02-24,10.0,7.0,10.0,9.0
Player 14,2022-02-25,7.0,8.0,7.0,7.0
Player 14,2022-02-28,8.0,5.0,4.0,6.0
Player 14,2022-03-01,10.0,5.0,3.0,6.0
Player 14,2022-03-02,4.0,4.0,7.0,5.0
Player 14,2022-03-03,4.0,4.0,5.0,4.0
Player 14,2022-03-04,4.0,3.0,3.0,3.0
Player 14,2022-03-07,10.0,6.0,5.0,7.0
Player 14,2022-03-08,10.0,7.0,8.0,8.0
Player 14,2022-03-09,6.0,9.0,8.0,8.0
Player 14,2022-03-10,7.0,7.0,5.0,6.0
Player 14,2022-03-11,7.0,7.0,7.0,7.0
Player 14,2022-03-14,5.0,10.0,7.0,7.0
Player 14,2022-03-15,8.0,6.0,7.0,7.0
Player 14,2022-03-16,8.0,6.0,7.0,7.0
Player 14,2022-03-17,5.0,6.0,3.0,5.0
Player 14,2022-03-18,5.0,6.0,3.0,5.0
Player 14,2022-03-21,5.0,3.0,7.0,5.0
Player 14,2022-03-22,3.0,9.0,7.0,6.0
Player 14,2022-03-23,3.0,9.0,9.0,7.0
Player 14,2022-03-24,3.0,3.0,9.0,5.0
Player 14,2022-03-25,3.0,5.0,9.0,6.0
Player 14,2022-03-28,3.0,5.0,6.0,5.0
Player 14,2022-03-29,8.0,3.0,6.0,6.0
Player 14,2022-03-30,8.0,4.0,6.0,6.0
Player 14,2022-03-31,5.0,9.0,5.0,6.0
Player 14,2022-04-01,3.0,9.0,10.0,7.0
Player 14,2022-04-04,5.0,6.0,7.0,6.0
Player 14,2022-04-05,5.0,6.0,9.0,7.0
Player 14,2022-04-06,8.0,6.0,9.0,8.0
Player 14,2022-04-07,3.0,8.0,6.0,6.0
Player 14,2022-04-08,3.0,3.0,6.0,4.0
Player 14,2022-04-11,3.0,7.0,6.0,5.0
Player 14,2022-04-12,3.0,9.0,10.0,7.0
Player 14,2022-04-13,3.0,9.0,5.0,6.0
Player 14,2022-04-14,3.0,3.0,5.0,4.0
Player 14,2022-04-15,6.0,3.0,5.0,5.0
Player 14,2022-04-18,6.0,3.0,9.0,6.0
Player 14,2022-04-19,8.0,3.0,9.0,7.0
Player 14,2022-04-20,8.0,9.0,9.0,9.0
Player 14,2022-04-21,8.0,9.0,9.0,9.0
Player 14,2022-04-22,8.0,7.0,9.0,8.0
Player 14,2022-04-25,8.0,4.0,3.0,5.0
Player 14,2022-04-26,7.0,7.0,5.0,6.0
Player 14,2022-04-27,10.0,7.0,6.0,8.0
Player 14,2022-04-28,10.0,9.0,6.0,8.0
Player 14,2022-04-29,10.0,10.0,6.0,9.0
Player 14,2022-05-02,5.0,10.0,3.0,6.0
Player 14,2022-05-03,7.0,3.0,4.0,5.0
Player 14,2022-05-04,7.0,4.0,4.0,5.0
Player 14,2022-05-05,7.0,7.0,9.0,8.0
Player 14,2022-05-06,7.0,7.0,3.0,6.0
Player 14,2022-05-09,7.0,10.0,3.0,7.0
Player 14,2022-05-10,7.0,8.0,3.0,6.0
Player 14,2022-05-11,6.0,8.0,10.0,8.0
Player 14,2022-05-12,4.0,8.0,3.0,5.0
Player 14,2022-05-13,9.0,4.0,5.0,6.0
Player 14,2022-05-16,3.0,4.0,5.0,4.0
Player 14,2022-05-17,3.0,4.0,8.0,5.0
Player 14,2022-05-18,9.0,4.0,8.0,7.0
Player 14,2022-05-19,9.0,5.0,3.0,6.0
Player 14,2022-05-20,9.0,5.0,8.0,7.0
Player 14,2022-05-23,8.0,5.0,5.0,6.0
Player 14,2022-05-24,8.0,5.0,6.0,6.0
Player 14,2022-05-25,8.0,10.0,8.0,9.0
Player 14,2022-05-26,8.0,5.0,8.0,7.0
Player 14,2022-05-27,5.0,5.0,6.0,5.0
Player 14,2022-05-30,3.0,5.0,8.0,5.0
Player 14,2022-05-31,4.0,3.0,8.0,5.0
Player 14,2022-06-01,8.0,10.0,8.0,9.0
Player 14,2022-06-02,8.0,7.0,3.0,6.0
Player 14,2022-06-03,3.0,3.0,3.0,3.0
Player 14,2022-06-06,3.0,5.0,8.0,5.0
Player 14,2022-06-07,3.0,3.0,7.0,4.0
Player 14,2022-06-08,8.0,7.0,6.0,7.0
Player 14,2022-06-09,7.0,7.0,6.0,7.0
Player 14,2022-06-10,10.0,7.0,6.0,8.0
Player 14,2022-06-13,10.0,7.0,7.0,8.0
Player 14,2022-06-14,8.0,8.0,7.0,8.0
Player 14,2022-06-15,8.0,5.0,7.0,7.0
Player 14,2022-06-16,8.0,8.0,7.0,8.0
Player 14,2022-06-17,7.0,8.0,6.0,7.0
Player 14,2022-06-20,7.0,10.0,6.0,8.0
Player 14,2022-06-21,7.0,10.0,6.0,8.0
Player 14,2022-06-22,7.0,3.0,10.0,7.0
Player 14,2022-06-23,7.0,3.0,4.0,5.0
Player 14,2022-06-24,7.0,10.0,6.0,8.0
Player 14,2022-06-27,7.0,10.0,6.0,8.0
Player 14,2022-06-28,10.0,7.0,6.0,8.0
Player 14,2022-06-29,10.0,4.0,6.0,7.0
Player 14,2022-06-30,10.0,9.0,9.0,9.0
Player 14,2022-07-01,9.0,10.0,6.0,8.0
Player 14,2022-07-04,6.0,10.0,3.0,6.0
Player 14,2022-07-05,3.0,10.0,3.0,5.0
Player 14,2022-07-06,4.0,10.0,8.0,7.0
Player 14,2022-07-07,4.0,5.0,7.0,5.0
Player 14,2022-07-08,5.0,10.0,7.0,7.0
Player 14,2022-07-11,3.0,5.0,7.0,5.0
Player 14,2022-07-12,7.0,4.0,9.0,7.0
Player 14,2022-07-13,8.0,4.0,3.0,5.0
Player 14,2022-07-14,10.0,4.0,6.0,7.0
Player 14,2022-07-15,10.0,4.0,6.0,7.0
Player 14,2022-07-18,9.0,4.0,10.0,8.0
Player 14,2022-07-19,5.0,3.0,5.0,4.0
Player 14,2022-07-20,3.0,10.0,7.0,7.0
Player 14,2022-07-21,4.0,10.0,7.0,7.0
Player 14,2022-07-22,7.0,4.0,7.0,6.0
Player 14,2022-07-25,10.0,4.0,7.0,7.0
Player 14,2022-07-26,10.0,4.0,7.0,7.0
Player 14,2022-07-27,3.0,4.0,9.0,5.0
Player 14,2022-07-28,3.0,9.0,9.0,7.0
Player 14,2022-07-29,3.0,3.0,5.0,4.0
Player 15,2022-01-03,7.0,9.0,3.0,6.0
Player 15,2022-01-04,7.0,3.0,10.0,7.0
Player 15,2022-01-05,5.0,3.0,7.0,5.0
Player 15,2022-01-06,3.0,10.0,3.0,5.0
Player 15,2022-01-07,3.0,8.0,10.0,7.0
Player 15,2022-01-10,3.0,5.0,10.0,6.0
Player 15,2022-01-11,6.0,4.0,10.0,7.0
Player 15,2022-01-12,9.0,4.0,7.0,7.0
Player 15,2022-01-13,7.0,7.0,5.0,6.0
Player 15,2022-01-14,10.0,6.0,5.0,7.0
Player 15,2022-01-17,10.0,9.0,5.0,8.0
Player 15,2022-01-18,10.0,10.0,5.0,8.0
Player 15,2022-01-19,10.0,10.0,5.0,8.0
Player 15,2022-01-20,7.0,5.0,5.0,6.0
Player 15,2022-01-21,7.0,5.0,5.0,6.0
Player 15,2022-01-24,7.0,5.0,7.0,6.0
Player 15,2022-01-25,7.0,8.0,7.0,7.0
Player 15,2022-01-26,7.0,6.0,6.0,6.0
Player 15,2022-01-27,3.0,5.0,10.0,6.0
Player 15,2022-01-28,7.0,5.0,10.0,7.0
Player 15,2022-01-31,4.0,8.0,5.0,6.0
Player 15,2022-02-01,4.0,7.0,5.0,5.0
Player 15,2022-02-02,4.0,7.0,3.0,5.0
Player 15,2022-02-03,4.0,6.0,3.0,4.0
Player 15,2022-02-04,10.0,7.0,3.0,7.0
Player 15,2022-02-07,10.0,6.0,3.0,6.0
Player 15,2022-02-08,7.0,6.0,3.0,5.0
Player 15,2022-02-09,10.0,7.0,8.0,8.0
Player 15,2022-02-10,10.0,3.0,6.0,6.0
Player 15,2022-02-11,10.0,4.0,6.0,7.0
Player 15,2022-02-14,6.0,4.0,9.0,6.0
Player 15,2022-02-15,9.0,7.0,5.0,7.0
Player 15,2022-02-16,3.0,7.0,10.0,7.0
Player 15,2022-02-17,9.0,4.0,3.0,5.0
Player 15,2022-02-18,8.0,5.0,4.0,6.0
Player 15,2022-02-21,9.0,4.0,4.0,6.0
Player 15,2022-02-22,9.0,7.0,4.0,7.0
Player 15,2022-02-23,9.0,7.0,4.0,7.0
Player 15,2022-02-24,6.0,7.0,4.0,6.0
Player 15,2022-02-25,4.0,6.0,4.0,5.0
Player 15,2022-02-28,4.0,4.0,4.0,4.0
Player 15,2022-03-01,8.0,4.0,4.0,5.0
Player 15,2022-03-02,8.0,4.0,6.0,6.0
Player 15,2022-03-03,8.0,4.0,8.0,7.0
Player 15,2022-03-04,10.0,7.0,9.0,9.0
Player 15,2022-03-07,4.0,9.0,9.0,7.0
Player 15,2022-03-08,4.0,8.0,7.0,6.0
Player 15,2022-03-09,4.0,9.0,7.0,7.0
Player 15,2022-03-10,7.0,10.0,7.0,8.0
Player 15,2022-03-11,7.0,10.0,3.0,7.0
Player 15,2022-03-14,9.0,9.0,3.0,7.0
Player 15,2022-03-15,9.0,9.0,3.0,7.0
Player 15,2022-03-16,7.0,6.0,3.0,5.0
Player 15,2022-03-17,6.0,4.0,3.0,4.0
Player 15,2022-03-18,10.0,4.0,3.0,6.0
Player 15,2022-03-21,5.0,5.0,10.0,7.0
Player 15,2022-03-22,10.0,5.0,10.0,8.0
Player 15,2022-03-23,8.0,6.0,3.0,6.0
Player 15,2022-03-24,8.0,9.0,6.0,8.0
Player 15,2022-03-25,9.0,9.0,6.0,8.0
Player 15,2022-03-28,9.0,10.0,6.0,8.0
Player 15,2022-03-29,3.0,10.0,10.0,8.0
Player 15,2022-03-30,7.0,5.0,10.0,7.0
Player 15,2022-03-31,5.0,5.0,6.0,5.0
Player 15,2022-04-01,8.0,9.0,6.0,8.0
Player 15,2022-04-04,8.0,7.0,6.0,7.0
Player 15,2022-04-05,8.0,5.0,3.0,5.0
Player 15,2022-04-06,4.0,7.0,6.0,6.0
Player 15,2022-04-07,4.0,7.0,6.0,6.0
Player 15,2022-04-08,4.0,7.0,5.0,5.0
Player 15,2022-04-11,9.0,7.0,5.0,7.0
Player 15,2022-04-12,4.0,7.0,4.0,5.0
Player 15,2022-04-13,6.0,8.0,4.0,6.0
Player 15,2022-04-14,6.0,8.0,4.0,6.0
Player 15,2022-04-15,6.0,4.0,6.0,5.0
Player 15,2022-04-18,10.0,8.0,3.0,7.0
Player 15,2022-04-19,5.0,3.0,6.0,5.0
Player 15,2022-04-20,10.0,9.0,3.0,7.0
Player 15,2022-04-21,9.0,9.0,5.0,8.0
Player 15,2022-04-22,3.0,9.0,5.0,6.0
Player 15,2022-04-25,3.0,3.0,5.0,4.0
Player 15,2022-04-26,4.0,3.0,5.0,4.0
Player 15,2022-04-27,4.0,4.0,6.0,5.0
Player 15,2022-04-28,4.0,8.0,7.0,6.0
Player 15,2022-04-29,4.0,8.0,7.0,6.0
Player 15,2022-05-02,7.0,4.0,9.0,7.0
Player 15,2022-05-03,7.0,4.0,9.0,7.0
Player 15,2022-05-04,8.0,4.0,9.0,7.0
Player 15,2022-05-05,7.0,4.0,9.0,7.0
Player 15,2022-05-06,6.0,4.0,10.0,7.0
Player 15,2022-05-09,7.0,4.0,6.0,6.0
Player 15,2022-05-10,7.0,9.0,6.0,7.0
Player 15,2022-05-11,6.0,3.0,8.0,6.0
Player 15,2022-05-12,6.0,6.0,4.0,5.0
Player 15,2022-05-13,7.0,4.0,9.0,7.0
Player 15,2022-05-16,7.0,4.0,9.0,7.0
Player 15,2022-05-17,5.0,9.0,9.0,8.0
